step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
8,TRANSFER,296865.45,C299775045,123749,0,C1638556416,206045.61,335656.26,0,0
7,PAYMENT,16034.17,C766814282,1521,0,M1559191497,0,0,0,0
4,PAYMENT,46741.66,C820781338,0,0,M448843184,0,0,0,0
8,PAYMENT,3641.18,C1507733011,0,0,M751260576,0,0,0,0
1,CASH_OUT,155122.86,C1403716230,0,0,C997608398,367930.17,157982.12,0,0
7,PAYMENT,6382.19,C1093079840,154723,148340.81,M975733206,0,0,0,0
6,PAYMENT,14996.91,C614090237,598,0,M646909939,0,0,0,0
7,CASH_OUT,185374.5,C327397254,0,0,C2083562754,9756120.75,1.81E+07,0,0
8,PAYMENT,7315.16,C1741128870,56842.54,49527.38,M1483620370,0,0,0,0
7,CASH_IN,49565.82,C77077379,7262986.97,7312552.79,C423583818,94873.55,45307.73,0,0
7,PAYMENT,8529.16,C1926602212,6674.82,0,M1920212100,0,0,0,0
8,PAYMENT,10463.92,C1833691007,61642,51178.08,M568754734,0,0,0,0
6,CASH_IN,71416.65,C1245825773,531411.26,602827.91,C657736958,5925669,5854252.35,0,0
7,PAYMENT,3264.48,C1401892343,57647,54382.52,M1175289418,0,0,0,0
7,CASH_IN,319125.19,C658634349,1809445.41,2128570.6,C199582547,534699.95,0,0,0
7,DEBIT,3168.21,C630907305,702,0,C1983025922,7550.03,10718.23,0,0
7,PAYMENT,1222.02,C862708292,461,0,M2102129861,0,0,0,0
8,PAYMENT,16338.41,C788594895,5564,0,M209997138,0,0,0,0
3,PAYMENT,10105.94,C233142783,49694,39588.06,M2037498537,0,0,0,0
6,PAYMENT,641.12,C700973385,39797,39155.88,M1355074,0,0,0,0
8,CASH_IN,397652.7,C926797213,1.09E+07,1.13E+07,C2113748097,889010.92,1409734.26,0,0
7,PAYMENT,957.47,C1353474994,0,0,M356904775,0,0,0,0
7,PAYMENT,12119.88,C1552439732,29091,16971.12,M1451851232,0,0,0,0
1,CASH_OUT,251241.14,C1636178473,25534.61,0,C997608398,523053.03,157982.12,0,0
7,CASH_OUT,9140.92,C304060411,0,0,C2099343080,33109,42249.92,0,0
3,PAYMENT,9718.62,C1287215032,0,0,M1021082377,0,0,0,0
8,PAYMENT,16434.91,C1526065699,11080,0,M280441513,0,0,0,0
1,CASH_OUT,598674.03,C1272115420,0,0,C985934102,1184203.57,971418.91,0,0
7,CASH_OUT,57850.69,C1698104228,0,0,C122086708,344137.53,0,0,0
1,PAYMENT,6557.51,C878861517,107056.04,100498.52,M746394140,0,0,0,0
4,CASH_IN,130407.77,C1983472905,5347521.57,5477929.34,C1122118227,1.31E+07,0,0,0
8,PAYMENT,11813.5,C199116739,1752,0,M1163160628,0,0,0,0
7,CASH_IN,193463.21,C1183467124,6665931.62,6859394.82,C2145942542,590416.37,226184.3,0,0
8,PAYMENT,20242.25,C821307638,103473,83230.75,M1647407648,0,0,0,0
2,PAYMENT,6382.51,C1092023914,54402.54,48020.03,M1505774574,0,0,0,0
8,CASH_OUT,144065.76,C922801345,31470,0,C1378523254,0,50629.66,0,0
8,CASH_IN,9747.59,C69040024,2158278.05,2168025.64,C1882615733,60330,23871.92,0,0
7,PAYMENT,8809.29,C551705591,0,0,M167514715,0,0,0,0
5,CASH_IN,37831.13,C589423746,1964132.71,2001963.84,C20671747,89079.66,51248.53,0,0
7,PAYMENT,1640.59,C960959488,0,0,M1919799084,0,0,0,0
7,PAYMENT,11291.59,C275016957,2431.91,0,M929543051,0,0,0,0
8,CASH_IN,118120.04,C1095234669,228984.85,347104.9,C903028779,0,127429.96,0,0
8,PAYMENT,11387.09,C561429548,19999.49,8612.4,M2125494888,0,0,0,0
8,PAYMENT,11521.72,C1982275399,0,0,M1244138594,0,0,0,0
8,PAYMENT,6068.81,C1062764081,0,0,M722352012,0,0,0,0
8,CASH_IN,269020.07,C2043375256,0,269020.07,C1838491463,5939.17,0,0,0
8,CASH_OUT,9401.57,C1952069412,0,0,C1717547480,25685.07,0,0,0
1,PAYMENT,25424.36,C1886381510,69756.86,44332.5,M1813375175,0,0,0,0
8,PAYMENT,9480.75,C1908051795,14096,4615.25,M2013087321,0,0,0,0
7,PAYMENT,5956.99,C160654164,114764.85,108807.87,M963372774,0,0,0,0
8,PAYMENT,25054.11,C1064504934,0,0,M1028639221,0,0,0,0
8,CASH_OUT,408079.31,C23298557,10707,0,C1161865950,592603.51,2076683.64,0,0
7,PAYMENT,14679.13,C1064465296,16619,1939.87,M316163617,0,0,0,0
7,CASH_IN,145667.12,C579077514,7704993.25,7850660.37,C408553489,204964.61,5005.78,0,0
7,PAYMENT,6285.19,C890527570,239776.69,233491.5,M154685462,0,0,0,0
2,PAYMENT,14349.18,C783172425,0,0,M243596165,0,0,0,0
8,CASH_OUT,14383.15,C1200610638,36182.77,21799.62,C2078448324,414345.53,703316.17,0,0
1,PAYMENT,4911.89,C2144334265,6119,1207.11,M1769227988,0,0,0,0
8,TRANSFER,413721.73,C803957636,0,0,C1303868418,6071161.65,1.00E+07,0,0
5,CASH_IN,16427.61,C407327219,7112020.91,7128448.52,C1917025677,78422.43,61994.82,0,0
1,PAYMENT,3399.78,C1103505488,28514.33,25114.55,M1800605369,0,0,0,0
1,PAYMENT,1091.54,C2061226112,74850,73758.46,M1103017075,0,0,0,0
8,PAYMENT,130.01,C2081195722,287102,286971.99,M2056465411,0,0,0,0
7,PAYMENT,1722.22,C1945154070,11377,9654.78,M1941771372,0,0,0,0
1,TRANSFER,679502.24,C722417467,290,0,C451111351,171866,3940085.21,0,0
8,CASH_IN,14794.1,C2015659053,8008783.08,8023577.18,C1970362900,171819.42,1296.45,0,0
6,PAYMENT,14703.98,C1990156323,105737,91033.02,M950410369,0,0,0,0
7,PAYMENT,6529.33,C331308111,0,0,M255321531,0,0,0,0
7,PAYMENT,1996.74,C1836910918,0,0,M768027660,0,0,0,0
2,DEBIT,4369.05,C1625932709,9027,4657.95,C1318822808,6773.84,11142.89,0,0
6,PAYMENT,10310.77,C1436306950,10462,151.23,M287096026,0,0,0,0
5,PAYMENT,6016.97,C109978855,27025,21008.03,M208875036,0,0,0,0
8,PAYMENT,1322.29,C181892423,113374.78,112052.49,M1404561012,0,0,0,0
6,PAYMENT,16344.3,C1892531480,4892,0,M953718248,0,0,0,0
7,PAYMENT,575.79,C144744913,3296,2720.21,M1842676608,0,0,0,0
6,CASH_IN,410821.56,C676665173,1.11E+07,1.15E+07,C2083562754,5312631.16,6385836.94,0,0
7,PAYMENT,720.37,C1635496737,10729,10008.63,M151746461,0,0,0,0
5,PAYMENT,7643.08,C490567348,4317,0,M1872258305,0,0,0,0
1,PAYMENT,6166.35,C1539038539,10704,4537.65,M1133227388,0,0,0,0
3,PAYMENT,6655.88,C1567025476,0,0,M1184527733,0,0,0,0
8,PAYMENT,22562.14,C1971051455,11045,0,M1027811708,0,0,0,0
8,TRANSFER,143140.32,C1056028883,0,0,C979387846,476790.93,1142330.03,0,0
7,PAYMENT,2440.72,C2074639652,234789,232348.28,M34261895,0,0,0,0
1,PAYMENT,3051.76,C848958019,236272,233220.24,M248487859,0,0,0,0
8,PAYMENT,15351.28,C808325984,18210.97,2859.68,M828697256,0,0,0,0
8,DEBIT,4767.46,C221055966,40649,35881.54,C718985478,2052860.2,2679057.37,0,0
1,CASH_IN,4865.48,C691096777,7395911.97,7400777.45,C1577213552,274039.11,217862.21,0,0
8,CASH_IN,80147.54,C920973738,1.71E+07,1.72E+07,C1696218625,529940.44,398732.86,0,0
8,CASH_IN,74031.49,C660403800,6505292.44,6579323.94,C1348373832,309013.58,1072919.03,0,0
8,CASH_OUT,170402.93,C1508490051,21480,0,C580735116,0,380765.41,0,0
6,PAYMENT,14639.45,C1783965473,20827,6187.55,M940943313,0,0,0,0
8,PAYMENT,6228.63,C578302925,0,0,M1968263729,0,0,0,0
7,PAYMENT,2515.77,C477541118,0,0,M2141341498,0,0,0,0
8,PAYMENT,16954.77,C748392220,0,0,M272682730,0,0,0,0
6,CASH_OUT,196775.47,C1525668766,0,0,C1019670582,255358,397273.75,0,0
3,PAYMENT,12798.31,C142871704,61384,48585.69,M1651205022,0,0,0,0
7,TRANSFER,178365.22,C851538298,0,0,C2086207545,249860.01,202129.37,0,0
8,PAYMENT,4162.58,C1037850242,446844.55,442681.97,M113021843,0,0,0,0
1,PAYMENT,2278.19,C1887699190,290,0,M1479140596,0,0,0,0
8,CASH_OUT,33810.17,C440917499,0,0,C15597197,63658.3,97468.47,0,0
1,CASH_OUT,161445.91,C1586470445,0,0,C557041912,277471.11,557537.26,0,0
6,CASH_IN,189896.16,C979049207,7529643.29,7719539.45,C625088521,202016.19,12120.03,0,0
6,PAYMENT,4581.31,C1758225177,271152.52,266571.2,M1024412356,0,0,0,0
8,CASH_IN,274248.39,C1411840162,12556,286804.39,C807072084,12878,0,0,0
8,PAYMENT,5279.19,C1426997882,1894923.54,1889644.35,M1303339910,0,0,0,0
1,PAYMENT,7014.89,C1818440653,0,0,M65305091,0,0,0,0
7,CASH_IN,105342.59,C68389623,4801725.13,4907067.72,C410033330,283285.19,161722.17,0,0
8,CASH_IN,88156.99,C1993226485,983,89139.99,C2096860824,0,0,0,0
8,CASH_IN,368568.64,C793242567,12393,380961.64,C118136684,0,57991.83,0,0
7,CASH_IN,230777.73,C582266124,9108920.55,9339698.28,C1281580764,484665.75,253888.02,0,0
7,PAYMENT,8958.77,C947029083,168,0,M1061492137,0,0,0,0
2,CASH_OUT,132382.57,C1003663195,2408,0,C991505714,0,1095914.71,0,0
8,TRANSFER,37340.23,C1444253060,0,0,C1963862935,549620.45,817839.9,0,0
1,CASH_OUT,94332,C1878700101,0,0,C1782113663,621561.65,3997768.55,0,0
8,CASH_OUT,436457.92,C795713295,20953,0,C1325038895,0,1943673.08,0,0
8,PAYMENT,3678.15,C629022412,0,0,M763925237,0,0,0,0
8,CASH_OUT,245586.79,C2044435493,62954,0,C132379888,0,629147.18,0,0
8,TRANSFER,16214.02,C1427251566,0,0,C653593128,191103.44,2388.99,0,0
1,DEBIT,4448.09,C810169941,8739.69,4291.6,C1259769769,247607.16,252055.24,0,0
8,TRANSFER,575352.62,C1475807817,11205,0,C1034382650,74957.68,281410.24,0,0
7,CASH_OUT,332545.08,C1208686227,0,0,C935808590,1.48E+07,1.84E+07,0,0
1,CASH_IN,378896.52,C1365575811,0,378896.52,C306206744,3472520.59,3554299.27,0,0
7,PAYMENT,1849.5,C176119823,0,0,M924365923,0,0,0,0
8,CASH_OUT,25027.98,C1620624856,168279,143251.02,C1654056127,0,0,0,0
7,CASH_OUT,7538.7,C2038911948,0,0,C662736689,5669878.74,5677417.44,0,0
8,PAYMENT,11530.54,C1860471465,203241.82,191711.28,M1305106455,0,0,0,0
7,PAYMENT,4886.13,C2076711455,749,0,M2113997762,0,0,0,0
1,PAYMENT,5805.93,C1887466020,2158,0,M2123846943,0,0,0,0
7,PAYMENT,4680.12,C83375833,48858.71,44178.59,M709827525,0,0,0,0
8,CASH_IN,74963.21,C413261405,103760,178723.21,C834079530,0,60522.1,0,0
1,DEBIT,2050.83,C1295820487,23247,21196.17,C1076835071,485446.05,267912.2,0,0
7,CASH_OUT,468596.43,C2036406021,0,0,C345603257,1146692.88,9917629.77,0,0
8,CASH_OUT,547617.8,C331190452,0,0,C8290162,4193711.57,6650282.66,0,0
8,CASH_IN,92163.49,C598754984,2123869.74,2216033.24,C185503802,280468.37,188304.88,0,0
6,CASH_OUT,275905.67,C1325322464,0,0,C453211571,5469643.8,5950433.65,0,0
7,PAYMENT,1020.85,C1421681477,30816,29795.15,M1219847836,0,0,0,0
7,TRANSFER,618122.62,C311592722,41569,0,C2125012025,21174,371010.98,0,0
8,PAYMENT,6234.64,C1193070246,0,0,M893498797,0,0,0,0
7,PAYMENT,323.16,C398051839,0,0,M2068183023,0,0,0,0
1,CASH_IN,106847.36,C1793899405,4710982.07,4817829.42,C575335780,335711.51,52415.15,0,0
7,PAYMENT,8554.21,C834837937,51847,43292.79,M1964320423,0,0,0,0
8,TRANSFER,1197304.02,C1961632764,0,0,C1554540309,7099366.93,9235911.02,0,0
7,PAYMENT,622.81,C956631098,5562.31,4939.5,M433438422,0,0,0,0
7,PAYMENT,12437.6,C1381391850,3651,0,M1865052252,0,0,0,0
6,PAYMENT,26719.22,C2037903430,35503,8783.78,M1858702540,0,0,0,0
1,PAYMENT,2736.35,C802255644,22626.55,19890.19,M1525114112,0,0,0,0
3,PAYMENT,6808.99,C1403325194,79862,73053.01,M1958375413,0,0,0,0
7,PAYMENT,28016.57,C1848513006,0,0,M413114271,0,0,0,0
5,PAYMENT,42355.9,C96172633,0,0,M1274699449,0,0,0,0
8,PAYMENT,5848.99,C1242845355,82248,76399.01,M1441124028,0,0,0,0
7,PAYMENT,7470.63,C1185817546,45889,38418.37,M958623562,0,0,0,0
6,PAYMENT,15593.41,C471180970,1665,0,M2110350270,0,0,0,0
8,PAYMENT,13719.75,C1072302674,15611,1891.25,M1471526064,0,0,0,0
3,PAYMENT,6699.52,C253988431,0,0,M992217213,0,0,0,0
8,CASH_OUT,124696.01,C419080547,0,0,C1429623854,1057522.76,2256720.17,0,0
6,PAYMENT,15353.55,C2063161693,11645,0,M2050277878,0,0,0,0
8,CASH_OUT,107914.85,C807572982,0,0,C1233454027,114995.44,28052.02,0,0
7,CASH_IN,24892.16,C1758379489,8922094.19,8946986.35,C311662903,38089.73,0,0,0
7,PAYMENT,1672.32,C2100301529,0,0,M1292495775,0,0,0,0
7,CASH_IN,113656.68,C760487425,5064411.36,5178068.04,C1636786811,6849235.33,6779300.28,0,0
8,PAYMENT,1085.12,C1458441469,100915.81,99830.69,M1617272594,0,0,0,0
4,CASH_OUT,58046.34,C990722659,818.45,0,C997608398,65996.58,124042.91,0,0
8,CASH_OUT,114622.21,C103662278,0,0,C1869228744,1776120.95,2528711.98,0,0
5,CASH_IN,16593.82,C890491412,3661681.26,3678275.07,C1526298704,32092.07,15498.25,0,0
8,PAYMENT,16405.89,C138685275,15365,0,M107975043,0,0,0,0
1,PAYMENT,4470.38,C518167684,1856.19,0,M2088969892,0,0,0,0
7,CASH_IN,43573.75,C1828598477,6050931.68,6094505.43,C517653428,295902.4,169554.94,0,0
3,PAYMENT,19637.34,C579983776,71005,51367.66,M1579610605,0,0,0,0
7,CASH_OUT,298259.74,C2097050890,0,0,C1721246982,2575739.64,8953314.93,0,0
1,PAYMENT,3399.54,C612716569,40264,36864.46,M985487390,0,0,0,0
7,CASH_IN,340505.75,C1601969632,4634908.42,4975414.18,C71555810,860902.76,960188.98,0,0
4,PAYMENT,3103.47,C577592048,10319,7215.53,M1383675856,0,0,0,0
6,PAYMENT,28369.96,C1315209017,66292,37922.04,M2004981696,0,0,0,0
8,CASH_IN,369584.88,C1882244675,23438,393022.88,C236282128,164970.53,994.76,0,0
8,PAYMENT,3296.36,C1389536019,20532,17235.64,M1078093442,0,0,0,0
8,CASH_OUT,33845.61,C183886515,118791,84945.39,C1089101011,0,33845.61,0,0
7,PAYMENT,10041.85,C1401822122,97526.52,87484.67,M1351933416,0,0,0,0
7,CASH_IN,255660.11,C823786669,3321272.44,3576932.55,C1545688642,300452.09,44791.98,0,0
8,PAYMENT,16319.22,C572618994,10941,0,M826957658,0,0,0,0
8,CASH_OUT,223150.57,C900835504,0,0,C782432613,269315.19,561064.37,0,0
7,PAYMENT,763.93,C789626118,5675,4911.07,M1961490892,0,0,0,0
1,TRANSFER,710544.77,C835773569,0,0,C1359044626,738531.5,16518.36,0,0
8,PAYMENT,2881.22,C808290520,46911,44029.78,M1713864158,0,0,0,0
8,PAYMENT,7498.41,C1842021952,53902,46403.59,M192483133,0,0,0,0
8,PAYMENT,19409.82,C1821915104,0,0,M1364597528,0,0,0,0
8,CASH_IN,55086.86,C771633878,7207781.37,7262868.24,C229313132,397864.07,673787.35,0,0
7,PAYMENT,6670.04,C1220638447,35379,28708.96,M573127351,0,0,0,0
8,PAYMENT,6301.05,C1651068846,9955,3653.95,M4560285,0,0,0,0
7,CASH_OUT,55412.64,C973030433,337385.07,281972.44,C1183572822,90698.78,146111.42,0,0
1,PAYMENT,6511.48,C657069980,3216707.72,3210196.24,M51376124,0,0,0,0
8,PAYMENT,11328.38,C2005832332,108417,97088.62,M771068844,0,0,0,0
7,CASH_OUT,228907.74,C438855621,0,0,C9916873,274942.44,790472.9,0,0
7,PAYMENT,106.07,C1793249762,0,0,M171651946,0,0,0,0
1,PAYMENT,3644.85,C2030138610,24111,20466.15,M1109752797,0,0,0,0
8,CASH_OUT,206422.36,C1067389414,0,0,C1503560125,400936.89,188802.23,0,0
6,CASH_OUT,184931.14,C1091523506,408292.47,223361.33,C194746285,214404.84,498474.72,0,0
8,CASH_IN,75742.21,C1991803494,9926,85668.21,C440737101,68216.27,0,0,0
8,PAYMENT,7183.08,C2046438130,408959.78,401776.7,M718103121,0,0,0,0
7,CASH_IN,75820.36,C1574317831,7899882.55,7975702.92,C843467284,306213.48,104468.87,0,0
8,CASH_IN,9838.96,C2040185071,1.32E+07,1.32E+07,C720370261,1028180.82,643199.54,0,0
1,CASH_IN,22384.21,C523211332,7526444.93,7548829.13,C459857341,42211,387263.02,0,0
7,PAYMENT,8782.04,C194807416,0,0,M831253172,0,0,0,0
8,PAYMENT,14728.99,C416633136,0,0,M661231346,0,0,0,0
8,CASH_OUT,76356.13,C1144120651,319.79,0,C1957274125,124935,902210.3,0,0
3,DEBIT,3762.4,C1794314439,11465,7702.6,C384887832,27048,24074.25,0,0
8,TRANSFER,1251335.15,C61926342,198483,0,C25136566,0,570983.57,0,0
8,CASH_OUT,546306.33,C424772389,38585,0,C749672494,11248,1714037.69,0,0
8,PAYMENT,27307.77,C1084689889,0,0,M600045899,0,0,0,0
6,PAYMENT,13817.6,C1292599253,26268.59,12450.99,M484573851,0,0,0,0
7,PAYMENT,12102.76,C179672552,32821,20718.24,M386480126,0,0,0,0
7,CASH_OUT,16921.29,C172198129,62486.16,45564.87,C656977363,337101.94,354023.23,0,0
6,PAYMENT,2933.1,C1206577437,0,0,M12691277,0,0,0,0
3,PAYMENT,12885.43,C2034546868,5069,0,M226213650,0,0,0,0
4,PAYMENT,2329.66,C747343328,21816,19486.34,M1337294771,0,0,0,0
5,CASH_OUT,272045.87,C1700143613,453779.81,181733.94,C977993101,690691.73,962737.6,0,0
6,TRANSFER,1168674.62,C458946139,0,0,C1816757085,8209371.5,9563426.09,0,0
8,PAYMENT,1304.88,C888562131,12899,11594.12,M1244312734,0,0,0,0
8,PAYMENT,5827.14,C469563481,459765.7,453938.56,M685639359,0,0,0,0
5,CASH_OUT,305121.53,C187540389,78234.23,0,C932583850,6932092.15,6724357.4,0,0
1,PAYMENT,2075.94,C1324173038,110403,108327.06,M917568725,0,0,0,0
7,TRANSFER,36511.67,C2080154452,0,0,C942226723,41308,0,0,0
8,PAYMENT,5652.83,C77763873,33262.92,27610.08,M66552613,0,0,0,0
8,PAYMENT,33413.64,C264282319,21885.09,0,M1890875598,0,0,0,0
7,PAYMENT,5603.14,C1836578199,31459,25855.86,M1237194742,0,0,0,0
7,CASH_OUT,66340.17,C327877973,0,0,C662736689,5677417.44,8488789.41,0,0
8,PAYMENT,720.08,C1510005431,24780,24059.92,M1718920203,0,0,0,0
7,PAYMENT,1911.09,C325629482,377,0,M1153672386,0,0,0,0
7,PAYMENT,7906.61,C1264384309,0,0,M650601476,0,0,0,0
8,PAYMENT,17098.7,C822974261,15021.17,0,M339674627,0,0,0,0
8,CASH_OUT,155701.47,C689525701,9153,0,C914293025,2089566.24,2755264.61,0,0
8,PAYMENT,9410.85,C446794333,84566.37,75155.52,M249913193,0,0,0,0
8,CASH_IN,240071.03,C1633612848,783,240854.03,C219416103,257124.68,1530956.05,0,0
2,CASH_IN,107547.52,C1481056406,2731239.25,2838786.77,C1721246982,1081094.78,1259045.81,0,0
7,TRANSFER,138389.21,C1411151613,30286,0,C2127862399,0,138389.21,0,0
7,PAYMENT,23471.49,C88442105,22428.04,0,M673425442,0,0,0,0
8,PAYMENT,10692.64,C1432472544,77215.82,66523.17,M1853514219,0,0,0,0
8,PAYMENT,9932.7,C1536315327,0,0,M335215617,0,0,0,0
8,CASH_OUT,406724.09,C618282043,0,0,C1161865950,1246314.78,2076683.64,0,0
7,PAYMENT,2930.62,C1285392383,21286,18355.38,M203825912,0,0,0,0
7,PAYMENT,17316.39,C1710542588,204553,187236.61,M533863584,0,0,0,0
7,PAYMENT,3142.92,C1445752156,184499,181356.08,M1593663165,0,0,0,0
8,PAYMENT,4676.57,C1768567790,1225666.32,1220989.75,M1840376109,0,0,0,0
7,TRANSFER,682376.86,C1610510730,9332,0,C571435580,11501.46,1530653.61,0,0
7,TRANSFER,923783.27,C1166648980,15595,0,C439078113,20520,1886598.11,0,0
4,PAYMENT,1669.11,C1032689422,30564,28894.89,M799834280,0,0,0,0
8,PAYMENT,9857.31,C1436750234,872.08,0,M664056415,0,0,0,0
6,TRANSFER,45447.1,C1639778373,156,0,C934085675,46347.75,91794.85,0,0
8,PAYMENT,30819.49,C2005816016,0,0,M1094046045,0,0,0,0
8,TRANSFER,3052190.88,C1339334154,572712.65,0,C481402298,4708569.12,8144736.91,0,0
8,CASH_OUT,869875.71,C254569840,0,0,C1787868648,6099341.89,1.51E+07,0,0
4,DEBIT,485.42,C514556983,3408.48,2923.05,C634440506,262624.1,117634.01,0,0
2,PAYMENT,10965.89,C1537227906,0,0,M1625258377,0,0,0,0
8,PAYMENT,17797.11,C942491557,1698832.08,1681034.97,M1340311417,0,0,0,0
8,CASH_OUT,11665.13,C1499765245,0,0,C1725548614,235609.66,279809.81,0,0
6,PAYMENT,41853.65,C1273258213,23235,0,M1162780005,0,0,0,0
7,CASH_IN,170689.79,C1442138194,1.10E+07,1.11E+07,C657736958,5854252.35,5460002.91,0,0
7,PAYMENT,3754.9,C1626985441,29763,26008.1,M2142158966,0,0,0,0
1,PAYMENT,5885.56,C840514538,0,0,M1804441305,0,0,0,0
5,PAYMENT,4727.31,C2103748960,21043,16315.69,M376234567,0,0,0,0
7,PAYMENT,2130.26,C1636869866,3829,1698.74,M994263288,0,0,0,0
8,PAYMENT,46223.28,C98430201,0,0,M1648372174,0,0,0,0
7,PAYMENT,18355.13,C810103755,21066,2710.87,M2051119589,0,0,0,0
8,CASH_IN,179252.02,C403242412,2919912.26,3099164.28,C1036454560,1202898.75,0,0,0
2,PAYMENT,6614.92,C79094208,10418,3803.08,M1444635117,0,0,0,0
8,CASH_OUT,318407.05,C1877856737,0,0,C1219273867,2429958.43,3650961.01,0,0
8,CASH_OUT,196762.59,C867734039,0,0,C1320515149,322640.71,1643201.26,0,0
4,PAYMENT,4303.63,C1928254791,2923.05,0,M1778375336,0,0,0,0
8,PAYMENT,11004.52,C2145460268,8015,0,M1013061691,0,0,0,0
8,PAYMENT,5761.55,C269098704,2475435.97,2469674.42,M1346814966,0,0,0,0
1,TRANSFER,412906.88,C478182173,10353,0,C1068824137,20894.07,265092.36,0,0
7,PAYMENT,16981.52,C865100314,32186,15204.48,M1775883042,0,0,0,0
8,CASH_IN,218587.14,C1209621030,759388.72,977975.86,C591862575,390700.36,0,0,0
7,PAYMENT,3200.09,C155784799,130298,127097.91,M1207334820,0,0,0,0
7,PAYMENT,6487.27,C1860539958,15005,8517.73,M1842613059,0,0,0,0
8,PAYMENT,9938.69,C265654805,50414,40475.31,M885965439,0,0,0,0
2,DEBIT,4215.24,C2078237101,17183,12967.76,C1916720513,6790591.7,6235766.54,0,0
1,PAYMENT,3007.83,C440736059,49905,46897.17,M955324150,0,0,0,0
7,CASH_IN,39717.52,C1661093955,86525,126242.52,C1360393616,0,0,0,0
7,PAYMENT,1116.26,C447970452,39173,38056.74,M1795371613,0,0,0,0
8,TRANSFER,427704.52,C1962466331,11312,0,C1345969688,49349,6503.73,0,0
7,CASH_OUT,66614.19,C938025491,0,0,C1564931235,110408,742404.44,0,0
8,PAYMENT,23890.6,C2085803417,59794.14,35903.54,M265997755,0,0,0,0
8,PAYMENT,5602.95,C1209827545,573,0,M1064481154,0,0,0,0
7,PAYMENT,12999.97,C1130431409,13390,390.03,M1114712230,0,0,0,0
8,CASH_OUT,46656.71,C1514451785,0,0,C1144527317,93120.59,0,0,0
3,TRANSFER,22877,C1247938090,22877,0,C1002031672,0,0,1,0
7,PAYMENT,2206.56,C320192254,20857,18650.44,M1164219495,0,0,0,0
1,TRANSFER,276094.92,C1417413828,984117.79,708022.87,C22805895,280157.9,651524.92,0,0
8,CASH_OUT,146986.19,C1275248180,0,0,C232812328,1036333.32,2096642.77,0,0
7,PAYMENT,7495.89,C1994507667,348482.83,340986.94,M691098469,0,0,0,0
7,CASH_OUT,112681.95,C119445056,0,0,C347725669,121448.74,266931.55,0,0
8,PAYMENT,8892.13,C520097825,31756.2,22864.07,M1918209284,0,0,0,0
2,PAYMENT,7676.41,C1111173986,0,0,M729375394,0,0,0,0
6,TRANSFER,209374.09,C1190892929,0,0,C985934102,1455280.18,2941514.43,0,0
2,DEBIT,5360.4,C1657512321,586,0,C1240730624,42198,36078.93,0,0
8,PAYMENT,16533.88,C376440316,5026.42,0,M2076280888,0,0,0,0
7,PAYMENT,16591.59,C734695739,7076,0,M1658678197,0,0,0,0
8,PAYMENT,17228.68,C1709988478,15561,0,M253944263,0,0,0,0
8,PAYMENT,1909.32,C1983347256,107288,105378.68,M1302106077,0,0,0,0
8,PAYMENT,3772.02,C957461781,18230.12,14458.1,M1839565072,0,0,0,0
8,CASH_OUT,40642.51,C98062463,168379,127736.49,C25075353,21266,69281.64,0,0
7,PAYMENT,7630.28,C1741101308,66761.47,59131.19,M401707771,0,0,0,0
6,PAYMENT,30051.02,C606882452,30316,264.98,M1307655038,0,0,0,0
8,CASH_OUT,55198.24,C1067319518,0,0,C778559237,137615.4,436880.53,0,0
7,PAYMENT,606.85,C1944438894,201590,200983.15,M302542971,0,0,0,0
8,CASH_OUT,82656.08,C117666575,10790,0,C1278362250,7053,0,0,0
8,CASH_IN,80581.41,C1322797506,69843,150424.41,C1971489295,0,0,0,0
8,CASH_OUT,73387.97,C711790515,294751.76,221363.79,C119206855,80290,0,0,0
8,CASH_IN,68235.05,C1449075514,3901056.06,3969291.11,C1439007204,461764.63,479900.59,0,0
8,PAYMENT,19375.84,C140547035,0,0,M1971469369,0,0,0,0
6,PAYMENT,6727.32,C1525789217,20569,13841.68,M1085888709,0,0,0,0
8,CASH_OUT,75120.43,C714011130,0,0,C1390121014,428151.35,914190.45,0,0
7,PAYMENT,11265.26,C1848839399,0,0,M628455732,0,0,0,0
8,PAYMENT,6361.62,C2000531543,78379,72017.38,M469645659,0,0,0,0
8,PAYMENT,3265.13,C229707862,13361,10095.87,M851582889,0,0,0,0
7,CASH_IN,76695.35,C61272079,9064440.33,9141135.68,C114618982,880045.33,206147.08,0,0
7,CASH_IN,182036.49,C844789788,3540110.85,3722147.34,C1982828534,185023,2986.51,0,0
7,PAYMENT,6619.93,C1898160783,20748,14128.07,M65715044,0,0,0,0
8,CASH_OUT,697899.75,C270605726,0,0,C1889395764,1.46E+07,1.58E+07,0,0
8,PAYMENT,1597.14,C424109462,24302,22704.86,M1747667177,0,0,0,0
8,PAYMENT,6700.07,C915962613,6494,0,M893528679,0,0,0,0
2,PAYMENT,4957.02,C1194587893,27101,22143.98,M1825228532,0,0,0,0
7,PAYMENT,930.35,C49820775,21315,20384.65,M405039568,0,0,0,0
7,PAYMENT,9404.12,C670631142,0,0,M1182970984,0,0,0,0
8,PAYMENT,24475.36,C20671702,675163.46,650688.09,M279036048,0,0,0,0
8,CASH_OUT,345977.31,C65142069,0,0,C1626759869,1092389.77,1845436.06,0,0
